"","pID","eID","oID","internalID","Effect description","origDirection","repDirection","origN","repN","testReported","What statistical test was reported?","Statistical test applied to original data","Original test statistic type","Original test statistic value","origdf1","origdf2","origPval","Replication statistical test","Replication test statistic type","Replication test statistic value","repdf1","repdf2","repPval","Was original data representative?","origRawDiff","repRawDiff","Replication raw difference type (mean or median)","Replication raw difference lower CI","Replication raw difference upper CI","EStype","origES","origESLo","origESHi","repES","repESLo","repESHi","Meta-analysis effect size","Meta-analysis lower CI","Meta-analysis upper CI","Meta-analysis p value","Notes.x","Original paper figure","Was experiment originally identified by RP:CB team","Did experiment continue after sharing with labs (before submitting protocol to eLife)","Did the experiment protocol get submitted to eLife","Did the experiment get accepted and published in eLife","Clarifications asked of original authors","responseQuality","Data shared by original authors","Code shared by original authors","materialsRequested","Key materials offered to be shared","Key materials shared","expType","Number of lab(s) contracted for the experiment","labsContracted","Registered Report protocol","Experiment description","Replication experiment attempted","Replication experiment completed","If experiment incomplete, why?","Changes needed during experimentation?","changesNeededProse","Changes able to be implemented during experimentation?","If modifications unable to be fully implemented, why?","Replication study figure","Were materials shippped between replicating labs?","If a material was shipped between replicating labs, what was it?","What types of experimental techniques were utilized?","Was the original experiment blinded?","Was the replication experiment blinded?","Was the original experiment randomized?","Was the replication experiment randomized?","Was the original experiment sample size determined a priori?","Was the replication experiment sample size determined a priori?","Was a statistical test reported in the original paper?.y","What statistical test(s) was reported?","Was variation of biological repeats reported in the original experiment?","Notes.y","Original paper title","Year","Original paper journal","Number of original authors","Anticipated budget when replication design originally identified by RP:CB team","Anticipated budget when Registered Report manuscript ready for submission to eLife","Anticipated budget when Registered Report accepted and published in eLife","Actual budget at completion of replication attempt","Registered Report submission date","Registered Report acceptance date","Link to Registered Report","Replication study fully completed","If Replication study incomplete, why?","Replication study submission date","Replication study acceptance date","Link to Replication study","Did original authors respond to any emails?","Did the original paper have a potential conflict of issue statement?","Did the replication study have a potential conflict of issue statement?","Number of lab(s) contracted for the entire paper","Type of contracted lab(s) for the entire paper","Notes"
"287",47,1,3,1,"H3K4me3 levels in cells expressing IDH1-WT vs IDH1-R132H","Positive","Null-positive","6.0",12,"No","NA","Student's t test","t","3.810512","NA","4.0","0.01893182","Mann-Whitney","z","0.1601282","NA","NA","0.9372294","No","NA","NA","NA","NA","NA","Cohen's d","3.11127","0.4376604","5.6741171","0.07163326","-1.062141","1.201879","1.194251","-1.68101","4.069511","0.4155999","statistical test and effect size recalculated for meta-analysis","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"288",47,1,4,1,"H3K4me3 levels in cells expressing IDH2-WT vs IDH2-R172K","Null-positive","Null-positive","6.0",12,"No","NA","Student's t test","t","2.540405","NA","4.0","0.06395338","Mann-Whitney","z","0.3202563","NA","NA","0.8181818","No","NA","NA","NA","NA","NA","Cohen's d","2.074232","-0.1075277","4.1255326","0.1475825","-0.9894282","1.2773407","0.7461808","-1.001344","2.493705","0.4026538","statistical test and effect size recalculated for meta-analysis","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"289",47,1,5,1,"H3K9me3 levels in cells expressing IDH1-WT vs IDH1-R132H","Positive","Null-positive","6.0",12,"No","NA","contrast of between-subjects ANOVA","t","3.243747","NA","8.0","0.01181114","contrast of between-subjects ANOVA","t","0.284298","NA","20.0","0.7791046","No","NA","NA","NA","NA","NA","Cohen's d","2.648509","0.2038366","4.9704783","0.1641395","-0.9737008","1.2939198","1.021192","-1.293471","3.335855","0.3872011","statistical test and effect size recalculated for meta-analysis","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"290",47,1,6,1,"H3K9me3 levels in cells expressing IDH2-WT vs IDH2-R172K","Positive","Null-positive","6.0",12,"No","NA","contrast of between-subjects ANOVA","t","2.929836","NA","8.0","0.01900291","contrast of between-subjects ANOVA","t","0.8041394","NA","20.0","0.4307716","No","NA","NA","NA","NA","NA","Cohen's d","2.392201","0.06815684","4.58881717","0.4642701","-0.6960849","1.6024403","0.997707","-0.6927262","2.68814","0.2473597","statistical test and effect size recalculated for meta-analysis","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"291",47,1,7,1,"H3K36me3 levels in cells expressing IDH1-WT vs IDH1-R132H","Null-positive","Null-positive","6.0",12,"No","NA","contrast of between-subjects ANOVA","t","1.017095","NA","8.0","0.338878","contrast of between-subjects ANOVA","t","0.4890476","NA","20.0","0.6301281","No","NA","NA","NA","NA","NA","Cohen's d","0.8304547","-0.9074643","2.4804434","0.2823518","-0.8626832","1.4136282","0.4269733","-0.6429192","1.496866","0.4341067","statistical test and effect size recalculated for meta-analysis","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"292",47,1,8,1,"H3K36me3 levels in cells expressing IDH2-WT vs IDH2-R172K","Null-positive","Null-positive","6.0",12,"No","NA","contrast of between-subjects ANOVA","t","0.8136761","NA","8.0","0.439375","contrast of between-subjects ANOVA","t","0.594127","NA","20.0","0.5590884","No","NA","NA","NA","NA","NA","Cohen's d","0.6643637","-1.033231","2.288465","0.3430194","-0.8065612","1.4759769","0.4308196","-0.6352274","1.496867","0.428316","statistical test and effect size recalculated for meta-analysis","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"293",47,1,9,1,"H3K79me2 levels in cells expressing IDH1-WT vs IDH1-R132H","Null-positive","Null-positive","6.0",12,"No","NA","Student's t test","t","2.668064","NA","4.0","0.05591858","Mann-Whitney","z","0.9607689","NA","NA","0.3939394","No","NA","NA","NA","NA","NA","Cohen's d","2.178465","-0.04895842","4.27601283","0.5066942","-0.657951","1.647269","0.9016052","-0.4901707","2.293381","0.2041977","statistical test and effect size recalculated for meta-analysis","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"294",47,1,10,1,"H3K79me2 levels in cells expressing IDH2-WT vs IDH2-R172K","Null-positive","Null","6.0",12,"No","NA","Student's t test","t","1.773949","NA","4.0","0.1507437","Mann-Whitney","z","0.0","NA","NA","1.0","No","NA","NA","NA","NA","NA","Cohen's d","1.448424","-0.4832848","3.2576881","0.0","-1.131586","1.131586","0.3813004","-0.868927","1.631528","0.5500006","statistical test and effect size recalculated for meta-analysis","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"295",47,1,11,1,"H3K9me2 levels in cells expressing IDH1-WT vs IDH1-R132H","Positive","Null-positive","6.0",12,"No","NA","contrast of between-subjects ANOVA","t","3.198824","NA","8.0","0.01263466","contrast of between-subjects ANOVA","t","0.2375521","NA","20.0","0.8146451","No","NA","NA","NA","NA","NA","Cohen's d","2.611829","0.1847137","4.915465","0.1371508","-0.99936","1.266919","0.9950606","-1.313242","3.303364","0.3981672",NA,"1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"296",47,1,12,1,"H3K9me2 levels in cells expressing IDH2-WT vs IDH2-R132H","Positive","Null-positive","6.0",12,"No","NA","contrast of between-subjects ANOVA","t","4.230703","NA","8.0","0.002873608","contrast of between-subjects ANOVA","t","1.314959","NA","20.0","0.2034023","No","NA","NA","NA","NA","NA","Cohen's d","3.454354","0.6033013","6.205243","0.7591922","-0.4363171","1.920202","1.58681","-0.8498699","4.023489","0.2018269",NA,"1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"297",47,1,13,1,"Correlation of 2HG levels and H3K4me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K","Positive","Null-positive","12.0",24,"No","unknown","Pearson's correlation","t","3.521111","NA","10.0","0.005528176","Pearson's correlation","t","1.120151","NA","22.0","0.2747297","No","NA","NA","NA","NA","NA","Pearson's r","0.744","0.2968469","0.9235582","0.2322847","-0.1888034","0.5812195","0.5035637","-0.1478953","0.8502699","0.1224384","original study did not specifiy what type of correlation was conduction","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"298",47,1,14,1,"Correlation of 2HG levels and H3K9me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K","Positive","Null-positive","12.0",24,"No","unknown","Pearson's correlation","t","4.513654","NA","10.0","0.001119253","Pearson's correlation","t","1.531952","NA","22.0","0.139789","No","NA","NA","NA","NA","NA","Pearson's r","0.819","0.462472","0.9475357","0.3104728","-0.1062284","0.6344132","0.6039211","-0.1128277","0.9072762","0.09166762","original study did not specifiy what type of correlation was conduction","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"299",47,1,15,1,"Correlation of 2HG levels and H3K9me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K","Positive","Null-positive","12.0",24,"No","unknown","Pearson's correlation","t","3.39758","NA","10.0","0.006798659","Pearson's correlation","t","1.348201","NA","22.0","0.191312","No","NA","NA","NA","NA","NA","Pearson's r","0.732","0.2726285","0.9195869","0.2762519","-0.1430907","0.6115032","0.507559","-0.06960039","0.83013965","0.08137039","original study did not specifiy what type of correlation was conduction","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"300",47,1,16,1,"Correlation of 2HG levels and H3K36me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K","Positive","Null-positive","12.0",24,"No","unknown","Pearson's correlation","t","2.830974","NA","10.0","0.01782211","Pearson's correlation","t","0.7246845","NA","22.0","0.476283","No","NA","NA","NA","NA","NA","Pearson's r","0.667","0.150838","0.8973882","0.1526915","-0.267161","0.5238232","0.4060513","-0.1976867","0.7864555","0.18092","original study did not specifiy what type of correlation was conduction","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"301",47,1,17,1,"Correlation of 2HG levels and H3K79me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K","Positive","Null-positive","12.0",24,"No","unknown","Pearson's correlation","t","3.215658","NA","10.0","0.009242931","Pearson's correlation","t","0.7523584","NA","22.0","0.4598103","No","NA","NA","NA","NA","NA","Pearson's r","0.713","0.2354375","0.9132196","0.1583788","-0.2617404","0.5280394","0.4488134","-0.2266136","0.8327507","0.1845883","original study did not specifiy what type of correlation was conduction","1B,S1","Yes","Yes","Yes","Yes",2,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","1.0","Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K","Yes","Yes","NA","2.0","Lysis conditions needed to be optimized to enable Western blot analysis","5.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Correlation","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"302",47,2,1,1,"2HG levels in cells expressing IDH2-WT vs IDH2-R132H","Positive","Positive","unknown",10,"No","NA","NA","NA","NA","NA","NA","NA","Student's t test","t","14.32847","NA","8.0","5.493333E-7","Yes","1.724276","2.982365","Mean","2.502387","3.462343","Cohen's d","NA","NA","NA","9.062117","4.531949","13.57112","NA","NA","NA","NA",NA,"2A,2B,2D","Yes","Yes","Yes","Yes",4,0,0,0,"Plasmids","No","No","Cell-based","2.0","Core18,Core22","2.0","Differentation and 2HG production in 3T3-L1 cells expressing IDH2-WT or IDH2-R172K","Yes","Partial","Differentation did not occur during experimentation despite occurring during pilot","3.0","Differentation needed to be optmized since it did not occur during experimentation despite occuring during pilot","0.0","Time/budget constraint prevented further optimization of differentation assay","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"303",47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4D,S8","Yes","Yes","Yes","Yes",2,0,0,0,"NA","NA","NA","Cell-based","1.0","Core22","3.0","Methylation status and differentation in 3T3-L1 cells depleted of KDM4C","Yes","No","Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable","4.0","Differentation needed to be optmized since it did not occur during experimentation despite occuring during pilot; Knockdown conditions needed to be optimized since knockdown was not reliable","0.0","Time/budget constraint prevented further optimization of differentation assay and knockdown conditions","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"304",47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3F,S6","Yes","No","No","No",5,0,0,0,"Organisms,Cells,Antibodies","No","NA","Animal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"305",47,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1C","Yes","No","No","No",4,0,0,0,"NA","NA","NA","Patient Samples","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,25000,"34829.41","34829.41","46344.04","42234.0","42415.0","https://elifesciences.org/articles/10860","Partial",NA,"NA","NA","NA","No","Yes","NA","1.0","Core18,Core22",NA
"306",48,1,1,1,"Total RNA per 1000 cells at 0hr, 1hr, 24hr","Positive","Null-positive","6.0",6,"No","NA","contrast of between-subjects ANOVA","t","5.134981","NA","6.0","0.002146524","contrast of between-subjects ANOVA","t","1.020668","NA","6.0","0.3467888","No","NA","NA","NA","NA","NA","Cohen's d","4.192694","0.9424328","7.367756","0.8333723","-0.9053048","2.483884","2.521003","0.01355836","5.02844852","0.048774",NA,"1B,3E","Yes","Yes","Yes","Yes",1,5,2,0,"Cells","Cells","Cells","Cell-based","1.0","Core13","1,2","Induction of c-Myc in P493-6 cells and impact on total RNA levels","Yes","Yes","NA","1.0","Cell number needed to be optimized to enable sufficient number for assays","5.0","NA","1.0","No","NA","Cell culture, RNA extraction, western blot",NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,25000,"48317.5","49877.5","50877.5","41836.0","41987.0","https://elifesciences.org/articles/04024","Yes","NA","42926.0","43055.0","https://elifesciences.org/articles/30274","Yes","Yes","Yes","2.0","Core13,Core19","A statement in the acknowledgment section was identified as a COI statement."
"307",48,1,1,2,"Total RNA per 1000 cells at 0hr, 1hr, 24hr","Positive","Positive","6.0",6,"No","NA","contrast of between-subjects ANOVA","t","5.134981","NA","6.0","0.002146524","contrast of between-subjects ANOVA","t","5.029116","NA","6.0","0.002382405","No","NA","NA","NA","NA","NA","Cohen's d","4.192694","0.9424328","7.367756","4.106256","0.9037742","7.230549","2.521003","0.01355836","5.02844852","0.048774",NA,"1B,3E","Yes","Yes","Yes","Yes",1,5,2,0,"Cells","Cells","Cells","Cell-based","1.0","Core13","1,2","Induction of c-Myc in P493-6 cells and impact on total RNA levels","Yes","Yes","NA","1.0","Cell number needed to be optimized to enable sufficient number for assays","5.0","NA","1.0","No","NA","Cell culture, RNA extraction, western blot",NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,25000,"48317.5","49877.5","50877.5","41836.0","41987.0","https://elifesciences.org/articles/04024","Yes","NA","42926.0","43055.0","https://elifesciences.org/articles/30274","Yes","Yes","Yes","2.0","Core13,Core19","A statement in the acknowledgment section was identified as a COI statement."
"308",48,2,1,1,"Active gene expression at 0 hr vs 1 hr","Positive","Positive","755.0",708,"Yes","Mann-Whitney","Wilcoxon signed-rank test","z","21.17035","NA","NA","1.050387E-130","Wilcoxon signed-rank test","z","14.86294","NA","NA","1.360204E-55","No","NA","NA","NA","NA","NA","Cohen's dz","0.2237983","0.1515069","0.2959447","0.2113187","0.1367669","0.2857241","0.2128143","0.1703825","0.255246","8.35416E-23","during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study","3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","2.0","Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","Yes","Yes","NA","0.0","NA","6.0","NA","2.0","Yes","Cell lysate","cell culture, nanostring",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,25000,"48317.5","49877.5","50877.5","41836.0","41987.0","https://elifesciences.org/articles/04024","Yes","NA","42926.0","43055.0","https://elifesciences.org/articles/30274","Yes","Yes","Yes","2.0","Core13,Core19","A statement in the acknowledgment section was identified as a COI statement."
"309",48,2,1,2,"Active gene expression at 0 hr vs 1 hr","Positive","Positive","755.0",719,"Yes","Mann-Whitney","Wilcoxon signed-rank test","z","21.17035","NA","NA","1.050387E-130","Wilcoxon signed-rank test","z","11.82707","NA","NA","2.834863E-34","No","NA","NA","NA","NA","NA","Cohen's dz","0.2237983","0.1515069","0.2959447","0.2028008","0.1288887","0.2765744","0.2128143","0.1703825","0.255246","8.35416E-23","during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study","3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","2.0","Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","Yes","Yes","NA","0.0","NA","6.0","NA","2.0","Yes","Cell lysate","cell culture, nanostring",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,25000,"48317.5","49877.5","50877.5","41836.0","41987.0","https://elifesciences.org/articles/04024","Yes","NA","42926.0","43055.0","https://elifesciences.org/articles/30274","Yes","Yes","Yes","2.0","Core13,Core19","A statement in the acknowledgment section was identified as a COI statement."
