X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,What.types.of.experimental.techniques.were.utilized.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI,pw.PILo,pw.PIHi,pw.PIRepInside,pw.PILo.sens,pw.PIHi.sens,pw.PIRepInside.sens,pw.Porig,pw.PorigSens,pw.ratio,pw.ratioVar,pw.diff,pw.diffVar,pw.PsigAgree1,pw.PsigAgree1.sens,pw.FEest,pw.FEestVar,pw.FElo,pw.FEhi
12,12,12,1,3,6,1,PTENP1 mRNA expression between siLuc and siPTEN+siPTENP1,Positive,Positive,6,10,Yes,Student's t test,Student's t test,t,4.014579,,4,0.01593591,Student's t test,t,2.556429,,8,0.03383443,No,,,"",,,,Cohen's d,3.27789,1.736262,0.5188403,5.931193,1.616828,0.8391836,0.1176913,3.045573,1.93138,0.4505105,3.4122502,0.01058148,Positive,Student's t test,t,4.014579,,4,0.01593591,Student's t test,t,2.556429,,8,0.03383443,,"",,,,Cohen's d,3.27789,1.736262,0.5188403,5.931193,1.616828,0.8391836,0.1176913,3.045573,1.93138,0.4505105,3.4122502,0.01058148,"methods state unpaired t-test, assumed to be Student's t-test; Cohen's d is used here while the Replication study reported Glass' delta",2G,Yes,No,No,Yes,2,2,0,0,"","","",Cell-based,2,"Core1,CRO1",3.0,PTEN and PTENP1 mRNA expression after PTEN and/or PTENP1 knockdown,Yes,Yes,"",2,Melting curves for PTEN and PTENP1 were inconsisent and required repeating measuring,5,"",2.0,Yes,RNA,"PCR, Cell culture, Transfection/Transduction",No,No,No,No,No,Yes,Yes,Student's t test,Yes,"methods state unpaired t-test, assumed to be Student's t-test",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3","",TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,TRUE,FALSE,TRUE,p1e3o6,1,p1e3,3.27789,Cohen's d,0.5188403,5.931193,1.616828,0.1176913,3.045573,1.736262,0.746922321811716,3.014605732644,0.557892954820605,3.27789,0.5188403,5.931193,1.616828,0.1176913,3.045573,1.38072759058124,0.746922321811716,1.90640867939228,0.557892954820605,0.0528733500000005,FALSE,0.20112006228967,6.35465993771033,TRUE,0.174454299580369,6.38132570041963,TRUE,0.289996309074685,0.294160671524797,2.02735850690364,1.60644117904374,1.661062,2.46430163421289,0.876061612444121,0.872004187786074,1.99287562925713,0.431591634918312,0.705264860082396,3.28048639843186
13,13,13,1,4,1,1,PTEN protein expression between siLuc and siPTEN,Positive,Positive,,10,No,"","","",,,,,Mann-Whitney,z,2.611165,,,0.007936508,Yes,0.5,0.6496768,Median,,0.2226116,1.3143976,Cliff's delta,,,,,1,0.03,0.8490597,1,,,,,Positive,"","",,,,,Student's t test,t,3.46343,,8,0.008524676,0.6594741,Mean,0.1904107,0.2203863,1.0985619,Cohen's d,,,,,2.190466,0.9353366,0.5248194,3.779824,,,,,"",2H,Yes,No,No,Yes,2,2,0,0,"","","",Cell-based,1,CRO1,4.0,PTEN protein expression after PTEN and/or PTENP1 knockdown,Yes,Yes,"",1,Western blot conditions needed to be optimized for detecting PTEN,5,"",3.0,No,"","Western blot, Cell culture, Transfection/Transduction",No,No,No,No,No,Yes,No,"",No,"",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3","",TRUE,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p1e4o1,1,p1e4,,Cohen's d,,,2.190466,0.5248194,3.779824,,0.830373574635825,,0.689520273453479,,,,2.190466,0.5248194,3.779824,,0.830373574635826,,0.689520273453479,,,,,,,,,,,,,,,,,,,,
14,14,14,1,4,2,1,PTEN protein expression between siLuc and siPTENP1,Positive,Null-positive,,10,No,"","","",,,,,Mann-Whitney,z,1.775592,,,0.0952381,Yes,0.4,0.3455878,Median,,-0.08930177,1.01123865,Cliff's delta,,,,,0.68,0.03,-0.1638394,0.9491919,,,,,Null-positive,"","",,,,,Student's t test,t,1.995068,,8,0.08113376,0.3508349,Mean,0.1758511,-0.05467854,0.75634842,Cohen's d,,,,,1.261792,0.7901799,-0.1498648,2.611393,,,,,"",2H,Yes,No,No,Yes,2,2,0,0,"","","",Cell-based,1,CRO1,4.0,PTEN protein expression after PTEN and/or PTENP1 knockdown,Yes,Yes,"",1,Western blot conditions needed to be optimized for detecting PTEN,5,"",3.0,No,"","Western blot, Cell culture, Transfection/Transduction",No,No,No,No,No,Yes,No,"",No,"",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3","",FALSE,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p1e4o2,1,p1e4,,Cohen's d,,,1.261792,-0.1498648,2.611393,,0.704415443799083,,0.496201117462658,,,,1.261792,-0.1498648,2.611393,,0.704415443799082,,0.496201117462658,,,,,,,,,,,,,,,,,,,,
15,15,15,1,4,3,1,PTEN protein expression between siLuc and siPTEN+siPTENP1,Positive,Positive,,10,No,"","","",,,,,Mann-Whitney,z,2.611165,,,0.007936508,Yes,0.9,0.7095809,Median,,0.5017397,1.3743017,Cliff's delta,,,,,1,0.03,0.8490597,1,,,,,Positive,"","",,,,,Student's t test,t,5.324702,,8,0.0007070226,0.8278985,Mean,0.1554826,0.469355,1.186442,Cohen's d,,,,,3.367637,1.177291,1.292413,5.371075,,,,,"",2H,Yes,No,No,Yes,2,2,0,0,"","","",Cell-based,1,CRO1,4.0,PTEN protein expression after PTEN and/or PTENP1 knockdown,Yes,Yes,"",1,Western blot conditions needed to be optimized for detecting PTEN,5,"",3.0,No,"","Western blot, Cell culture, Transfection/Transduction",No,No,No,No,No,Yes,No,"",No,"",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3","",TRUE,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p1e4o3,1,p1e4,,Cohen's d,,,3.367637,1.292413,5.371075,,1.04049411932361,,1.08262801234702,,,,3.367637,1.292413,5.371075,,1.04049411932361,,1.08262801234702,,,,,,,,,,,,,,,,,,,,
16,16,16,1,4,4,1,PTEN protein expression between siPTEN+siPTENP1 and siPTEN,Positive,Null-positive,,10,No,"","","",,,,,Mann-Whitney,z,1.357806,,,0.2222222,Yes,0.4,0.1129835,Median,,-0.1955307,0.4869693,Cliff's delta,,,,,0.52,0.3878144,-0.3223693,0.9027654,,,,,Null-positive,"","",,,,,Student's t test,t,1.384138,,8,0.2037017,0.1684244,Mean,0.1216818,-0.1121744,0.4490232,Cohen's d,,,,,0.8754056,0.7482446,-0.4579955,2.160781,,,,,"",2H,Yes,No,No,Yes,2,2,0,0,"","","",Cell-based,1,CRO1,4.0,PTEN protein expression after PTEN and/or PTENP1 knockdown,Yes,Yes,"",1,Western blot conditions needed to be optimized for detecting PTEN,5,"",3.0,No,"","Western blot, Cell culture, Transfection/Transduction",No,No,No,No,No,Yes,No,"",No,"",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3","",FALSE,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p1e4o4,1,p1e4,,Cohen's d,,,0.8754056,-0.4579955,2.160781,,0.668067505489023,,0.446314191890326,,,,0.8754056,-0.4579955,2.160781,,0.668067505489023,,0.446314191890326,,,,,,,,,,,,,,,,,,,,
17,17,17,1,4,5,1,PTEN protein expression between siPTEN+siPTENP1 and siPTENP1,Positive,Positive,,10,No,"","","",,,,,Mann-Whitney,z,2.611165,,,0.007936508,Yes,0.5,0.3779703,Median,,0.3209874,0.7988827,Cliff's delta,,,,,1,0.03,0.8490597,1,,,,,Positive,"","",,,,,Student's t test,t,4.901316,,8,0.001191787,0.4770636,Mean,0.09733378,0.2526115,0.7015157,Cohen's d,,,,,3.099864,1.118354,1.123929,5.001893,,,,,"",2H,Yes,No,No,Yes,2,2,0,0,"","","",Cell-based,1,CRO1,4.0,PTEN protein expression after PTEN and/or PTENP1 knockdown,Yes,Yes,"",1,Western blot conditions needed to be optimized for detecting PTEN,5,"",3.0,No,"","Western blot, Cell culture, Transfection/Transduction",No,No,No,No,No,Yes,No,"",No,"",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3","",TRUE,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p1e4o5,1,p1e4,,Cohen's d,,,3.099864,1.123929,5.001893,,0.98929470913468,,0.97870402152187,,,,3.099864,1.123929,5.001893,,0.989294709134679,,0.97870402152187,,,,,,,,,,,,,,,,,,,,
18,18,18,1,5,1,1,PTENP1 mRNA expression between pCMV and PTEN 3'UTR,Positive,Null-negative,6,6,Yes,Student's t test,Student's t test,t,5.603317864,,4,0.004981447,Student's t test,t,-0.4572643,,4,0.6712144,No,,,"",,,,Cohen's d,4.57509,2.219154,1.110656,7.977567,-0.3733547,1.012984,-1.971197,1.268137,1.706955,-3.080579,6.494489,0.4846716,Null-negative,Student's t test,t,5.603317864,,4,0.004981447,Student's t test,t,-0.4572643,,4,0.6712144,,"",,,,Cohen's d,4.57509,2.219154,1.110656,7.977567,-0.3733547,1.012984,-1.971197,1.268137,1.706955,-3.080579,6.494489,0.4846716,"methods state unpaired t-test, assumed to be Student's t-test",4A(left),Yes,Yes,Yes,Yes,2,2,0,0,Plasmids,Plasmids,No,Cell-based,3,"Core1,CRO2,CRO3",5.0,PTENP1 mRNA expression after PTEN 3'UTR expression,Yes,Yes,"",3,"Melting curves for PTEN and PTENP1 were inconsisent and required repeating measuring; Plasmids were going to be shared, but ended up not, so plasmids were remade during replication",5,"",4.0,Yes,"Plasmid,RNA","PCR, Cell culture, Transfection/Transduction",No,No,No,No,No,Yes,Yes,Student's t test,Yes,"methods state unpaired t-test, assumed to be Student's t-test",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,FALSE,TRUE,p1e5o1,1,p1e5,4.57509,Cohen's d,1.110656,7.977567,-0.3733547,-1.971197,1.268137,2.219154,0.826375899136784,4.924644475716,0.682897126674128,4.57509,1.110656,7.977567,-0.3733547,-1.971197,1.268137,1.75179519985197,0.826375899136784,3.06878642222439,0.682897126674128,0.0309785000000007,FALSE,0.778784182317599,8.3713958176824,FALSE,0.757140581999508,8.39303941800049,FALSE,0.0106251135720095,0.011075439311075,-12.2540040342334,757.659884219875,4.9484447,3.75168354889852,0.936474071324963,0.934309361312698,0.527381895475374,0.558593336244709,-0.937477585395811,1.99224137634656
19,19,19,1,6,1,1,DU145 cell proliferation between pCMV and PTEN 3'UTR,Positive,Positive,6,6,No,"",Student's t test,t,19.85322,,4,0.00003797672,Student's t test,t,9.248205,,4,0.000759987,No,,,"",,,,Cohen's d,16.21008,7.090048,5.49337,27.15589,7.551127,3.419234,2.318417,12.81552,9.652992,2.376767,16.929217,0.009317403,Positive,Student's t test,t,19.85322,,4,0.00003797672,Student's t test,t,9.248205,,4,0.000759987,,"",,,,Cohen's d,16.21008,7.090048,5.49337,27.15589,7.551127,3.419234,2.318417,12.81552,9.652992,2.376767,16.929217,0.009317403,"",4A(right),Yes,Yes,Yes,Yes,2,2,0,0,Plasmids,Plasmids,No,Cell-based,2,"CRO2,CRO3",6.0,DU145 cell proliferation after PTEN 3'UTR expression,Yes,Yes,"",1,"Plasmids were going to be shared, but ended up not, so plasmids were remade during replication",5,"",5.0,Yes,Plasmid,"Cell culture, Transfection/Transduction, Spectrometry reading",No,No,No,No,No,Yes,No,"",Yes,"",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3","",TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p1e6o1,1,p1e6,16.21008,Cohen's d,5.49337,27.15589,7.551127,2.318417,12.81552,7.090048,2.67788160466208,50.268780642304,7.17104988858755,16.21008,5.49337,27.15589,7.551127,2.318417,12.81552,5.52625460744973,2.67788160466208,30.5394899863594,7.17104988858755,0.114549999999998,FALSE,4.17415518984302,28.246004810157,TRUE,4.16731096905062,28.2528490309494,TRUE,0.1585254041856,0.158762147119772,2.14671002090152,1.11516720354264,8.658953,37.7105398749469,0.962869848879276,0.962705143275855,9.19771663122367,5.80740045065481,4.47448789586997,13.9209453665774
41,41,41,5,1,1,1,Tie2 expression in GSC83 vs HMVEC cells,Positive,Positive,4,5,No,"",contrast of between-subjects ANOVA,t,69.32522,,3,0.000006614115,contrast of between-subjects ANOVA,t,2.757139,,5,0.03997007,No,,,"",,,,Cohen's d,83.68295,59.18968,13.27957,155.2538,2.516912,1.774421,-0.1761535,5.0607545,21.53753,-45.84774,88.92279,0.5310268,Positive,contrast of between-subjects ANOVA,t,69.32522,,3,0.000006614115,contrast of between-subjects ANOVA,t,2.757139,,5,0.03997007,,"",,,,Cohen's d,83.68295,59.18968,13.27957,155.2538,2.516912,1.774421,-0.1761535,5.0607545,21.53753,-45.84774,88.92279,0.5310268,"",S11C,Yes,Yes,Yes,Yes,2,5,2,0,Cells,Cells,Cells,Cell-based,1,CRO6,1.0,"Tie2 expression in GSC83, U87MG, and HVEC cells",Yes,Yes,"",0,"",6,"","",No,"","","","","","","","",No,"",Yes,"",Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells,2010,Nature,11,https://osf.io/mpyvx/,2014-05-09,25000,43011.25,45205.51,49442.97,41865,42031,https://elifesciences.org/articles/04363,42031,42902,Partial,Expression of reporter cells at 80% or greater could not be reliably generated,,,Partial,Yes,Yes,"",2,"CRO6,CRO7","",TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p5e1o1,1,p5e1,83.68295,Cohen's d,13.27957,155.2538,2.516912,-0.1761535,5.0607545,59.18968,1.33597046713819,3503.4182185024,1.78481708906543,83.68295,13.27957,155.2538,2.516912,-0.1761535,5.0607545,36.218581341258,1.33597046713819,1311.78563437332,1.78481708906543,0.58373499999999,FALSE,12.6475588391614,154.718341160839,FALSE,12.6463988641912,154.719501135809,FALSE,0.0251245425110802,0.0251269194482024,33.248262156166,518.529765263513,81.166038,1313.57045146239,0.987346393767229,0.987344004832479,2.62719655421851,1.78239196444583,0.0105220743194967,5.24387103411752
42,42,42,5,1,2,1,Tie2 expression in U87MG vs HMVEC cells,Positive,Positive,4,6,No,"",contrast of between-subjects ANOVA,t,70.23696,,3,0.000006359994,contrast of between-subjects ANOVA,t,3.06384,,5,0.02797935,No,,,"",,,,Cohen's d,84.78352,59.96768,13.45515,157.295,2.501615,1.474242,0.1266746,4.750934,21.80332,-46.53243,90.13907,0.5317417,Positive,contrast of between-subjects ANOVA,t,70.23696,,3,0.000006359994,contrast of between-subjects ANOVA,t,3.06384,,5,0.02797935,,"",,,,Cohen's d,84.78352,59.96768,13.45515,157.295,2.501615,1.474242,0.1266746,4.750934,21.80332,-46.53243,90.13907,0.5317417,"",S11C,Yes,Yes,Yes,Yes,2,5,2,0,Cells,Cells,Cells,Cell-based,1,CRO6,1.0,"Tie2 expression in GSC83, U87MG, and HVEC cells",Yes,Yes,"",0,"",6,"","",No,"","","","","","","","",No,"",Yes,"",Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells,2010,Nature,11,https://osf.io/mpyvx/,2014-05-09,25000,43011.25,45205.51,49442.97,41865,42031,https://elifesciences.org/articles/04363,42031,42902,Partial,Expression of reporter cells at 80% or greater could not be reliably generated,,,Partial,Yes,Yes,"",2,"CRO6,CRO7","",TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p5e1o2,1,p5e1,84.78352,Cohen's d,13.45515,157.295,2.501615,0.1266746,4.750934,59.96768,1.17967968709516,3596.1226445824,1.39164416414494,84.78352,13.45515,157.295,2.501615,0.1266746,4.750934,36.6945135560118,1.17967968709516,1346.48732511234,1.39164416414494,0.591555,FALSE,12.8264386545531,156.740601345447,FALSE,12.8252935373342,156.741746462666,FALSE,0.0250136990327856,0.025016008377537,33.8915140819031,470.588305820442,82.281905,1347.87896927649,0.987659274269116,0.987656986218984,2.58656857188446,1.39020733374418,0.275632782035408,4.89750436173351
