X.3,X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,What.types.of.experimental.techniques.were.utilized.,What.category.of.experimental.techniques.were.utilized.,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Original.sample.number..reported.,Replication.sample.number..power.,Replication.sample.number..reported.,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI
12,12,12,12,1,3,6,1,PTENP1 mRNA expression between siLuc and siPTEN+siPTENP1,Positive,Positive,6,10,Yes,Student's t test,Student's t test,t,4.014579,,4,0.01593591,Student's t test,t,2.556429,,8,0.03383443,No,,,,,,,Cohen's d,3.27789,1.736262,0.5188403,5.931193,1.616828,0.8391836,0.1176913,3.045573,1.93138,0.4505105,3.4122502,0.01058148,Positive,Student's t test,t,4.014579,,4,0.01593591,Student's t test,t,2.556429,,8,0.03383443,,,,,,Cohen's d,3.27789,1.736262,0.5188403,5.931193,1.616828,0.8391836,0.1176913,3.045573,1.93138,0.4505105,3.4122502,0.01058148,"methods state unpaired t-test, assumed to be Student's t-test; Cohen's d is used here while the Replication study reported Glass' delta",2G,Yes,No,No,Yes,2,2,0,0,,,,Cell-based,"transfection (siRNA),cell culture,RNA extraction,qRT-PCR,microscopy (bright-field, fluorescence)","cell,immuno,molecular",2,"Core1,CRO1",3.0,PTEN and PTENP1 mRNA expression after PTEN and/or PTENP1 knockdown,3.0,5,5,Yes,Yes,,2,Melting curves for PTEN and PTENP1 were inconsisent and required repeating measuring,5,,2.0,Yes,RNA,No,No,No,No,No,Yes,Yes,Student's t test,Yes,"methods state unpaired t-test, assumed to be Student's t-test",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3",,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,TRUE,FALSE,TRUE,p1e3o6,1,p1e3,3.27789,Cohen's d,0.5188403,5.931193,1.616828,0.1176913,3.045573,1.736262,0.746922321811716,3.014605732644,0.557892954820605,3.27789,0.5188403,5.931193,1.616828,0.1176913,3.045573,1.38072759058124,0.746922321811716,1.90640867939228,0.557892954820605,0.0528733500000005,FALSE
18,18,18,18,1,5,1,1,PTENP1 mRNA expression between pCMV and PTEN 3'UTR,Positive,Null-negative,6,6,Yes,Student's t test,Student's t test,t,5.603317864,,4,0.004981447,Student's t test,t,-0.4572643,,4,0.6712144,No,,,,,,,Cohen's d,4.57509,2.219154,1.110656,7.977567,-0.3733547,1.012984,-1.971197,1.268137,0.4799412,-1.326197,2.28608,0.6024943,Null-negative,Student's t test,t,5.603317864,,4,0.004981447,Student's t test,t,-0.4572643,,4,0.6712144,,,,,,Cohen's d,4.57509,2.219154,1.110656,7.977567,-0.3733547,1.012984,-1.971197,1.268137,0.4799412,-1.326197,2.28608,0.6024943,"methods state unpaired t-test, assumed to be Student's t-test",4A(left),Yes,Yes,Yes,Yes,2,2,0,0,Plasmids,Plasmids,No,Cell-based,"transfection (plasmid),cell culture,RNA extraction,qRT-PCR","cell,molecular",3,"Core1,CRO2,CRO3",5.0,PTENP1 mRNA expression after PTEN 3'UTR expression,3.0,3,3,Yes,Yes,,3,"Melting curves for PTEN and PTENP1 were inconsisent and required repeating measuring; Plasmids were going to be shared, but ended up not, so plasmids were remade during replication",5,,4.0,Yes,"Plasmid,RNA",No,No,No,No,No,Yes,Yes,Student's t test,Yes,"methods state unpaired t-test, assumed to be Student's t-test",A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,FALSE,TRUE,p1e5o1,1,p1e5,4.57509,Cohen's d,1.110656,7.977567,-0.3733547,-1.971197,1.268137,2.219154,0.826375899136784,4.924644475716,0.682897126674128,4.57509,1.110656,7.977567,-0.3733547,-1.971197,1.268137,1.75179519985197,0.826375899136784,3.06878642222439,0.682897126674128,0.0309785000000007,FALSE
19,19,19,19,1,6,1,1,DU145 cell proliferation between pCMV and PTEN 3'UTR,Positive,Positive,6,6,No,,Student's t test,t,19.85322,,4,3.797672e-05,Student's t test,t,9.248205,,4,0.000759987,No,,,,,,,Cohen's d,16.21008,7.090048,5.49337,27.15589,7.551127,3.419234,2.318417,12.81552,9.652992,2.376767,16.929217,0.009317403,Positive,Student's t test,t,19.85322,,4,3.797672e-05,Student's t test,t,9.248205,,4,0.000759987,,,,,,Cohen's d,16.21008,7.090048,5.49337,27.15589,7.551127,3.419234,2.318417,12.81552,9.652992,2.376767,16.929217,0.009317403,,4A(right),Yes,Yes,Yes,Yes,2,2,0,0,Plasmids,Plasmids,No,Cell-based,"transfection (plasmid),cell culture,cell proliferation/viability assay (Crystal violet)",cell,2,"CRO2,CRO3",6.0,DU145 cell proliferation after PTEN 3'UTR expression,3.0,3,3,Yes,Yes,,1,"Plasmids were going to be shared, but ended up not, so plasmids were remade during replication",5,,5.0,Yes,Plasmid,No,No,No,No,No,Yes,No,,Yes,,A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.,2010,Nature,6,https://osf.io/yyqas/,2014-10-14,25000,15150,27845,70193.21,42115,42224,https://elifesciences.org/articles/08245,42247,43471,Partial,It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.,43689,43881,https://elifesciences.org/articles/51019,Yes,Yes,Yes,4,"Core1,CRO1,CRO2,CRO3",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p1e6o1,1,p1e6,16.21008,Cohen's d,5.49337,27.15589,7.551127,2.318417,12.81552,7.090048,2.67788160466208,50.268780642304,7.17104988858755,16.21008,5.49337,27.15589,7.551127,2.318417,12.81552,5.52625460744973,2.67788160466208,30.5394899863594,7.17104988858755,0.114549999999998,FALSE
41,41,41,41,5,1,1,1,Tie2 expression in GSC83 vs HMVEC cells,Positive,Positive,4,5,No,,contrast of between-subjects ANOVA,t,69.32522,,3,6.614115e-06,contrast of between-subjects ANOVA,t,2.757139,,5,0.03997007,No,,,,,,,Cohen's d,83.68295,59.18968,13.27957,155.2538,2.516912,1.774421,-0.1761535,5.0607545,2.589792,-0.8864471,6.066031,0.1442434,Positive,contrast of between-subjects ANOVA,t,69.32522,,3,6.614115e-06,contrast of between-subjects ANOVA,t,2.757139,,5,0.03997007,,,,,,Cohen's d,83.68295,59.18968,13.27957,155.2538,2.516912,1.774421,-0.1761535,5.0607545,2.589792,-0.8864471,6.066031,0.1442434,,S11C,Yes,Yes,Yes,Yes,2,5,2,0,Cells,Cells,Cells,Cell-based,"cell isolation,cell culture,RNA extraction,RT-PCR","cell,molecular",1,CRO6,1.0,"Tie2 expression in GSC83, U87MG, and HVEC cells",2.0,3,3,Yes,Yes,,0,,6,,,No,,,,,,,,No,,Yes,,Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells,2010,Nature,11,https://osf.io/mpyvx/,2014-05-09,25000,43011.25,45205.51,49442.97,41865,42031,https://elifesciences.org/articles/04363,42031,42902,Partial,Expression of reporter cells at 80% or greater could not be reliably generated,,,Partial,Yes,Yes,,2,"CRO6,CRO7",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p5e1o1,1,p5e1,83.68295,Cohen's d,13.27957,155.2538,2.516912,-0.1761535,5.0607545,59.18968,1.33597046713819,3503.4182185024,1.78481708906543,83.68295,13.27957,155.2538,2.516912,-0.1761535,5.0607545,36.218581341258,1.33597046713819,1311.78563437332,1.78481708906543,0.58373499999999,FALSE
42,42,42,42,5,1,2,1,Tie2 expression in U87MG vs HMVEC cells,Positive,Positive,4,6,No,,contrast of between-subjects ANOVA,t,70.23696,,3,6.359994e-06,contrast of between-subjects ANOVA,t,3.06384,,5,0.02797935,No,,,,,,,Cohen's d,84.78352,59.96768,13.45515,157.295,2.501615,1.474242,0.1266746,4.750934,2.551313,-0.3372749,5.4399017,0.08343102,Positive,contrast of between-subjects ANOVA,t,70.23696,,3,6.359994e-06,contrast of between-subjects ANOVA,t,3.06384,,5,0.02797935,,,,,,Cohen's d,84.78352,59.96768,13.45515,157.295,2.501615,1.474242,0.1266746,4.750934,2.551313,-0.3372749,5.4399017,0.08343102,,S11C,Yes,Yes,Yes,Yes,2,5,2,0,Cells,Cells,Cells,Cell-based,"cell isolation,cell culture,RNA extraction,RT-PCR","cell,molecular",1,CRO6,1.0,"Tie2 expression in GSC83, U87MG, and HVEC cells",2.0,3,3,Yes,Yes,,0,,6,,,No,,,,,,,,No,,Yes,,Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells,2010,Nature,11,https://osf.io/mpyvx/,2014-05-09,25000,43011.25,45205.51,49442.97,41865,42031,https://elifesciences.org/articles/04363,42031,42902,Partial,Expression of reporter cells at 80% or greater could not be reliably generated,,,Partial,Yes,Yes,,2,"CRO6,CRO7",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p5e1o2,1,p5e1,84.78352,Cohen's d,13.45515,157.295,2.501615,0.1266746,4.750934,59.96768,1.17967968709516,3596.1226445824,1.39164416414494,84.78352,13.45515,157.295,2.501615,0.1266746,4.750934,36.6945135560118,1.17967968709516,1346.48732511234,1.39164416414494,0.591555,FALSE
46,46,46,46,6,1,1,1,Colony number of GNAO1-WT HMEC cells vs GNAO1-R243H HMEC cells,Positive,Positive,4,6,Yes,Student's t test,Student's t test,t,6.409596,,2,0.02348687,Student's t test,t,5.288382,,4,0.006135204,No,,,,,,,Cohen's d,6.409596,4.747785,0.5256721,12.56598,4.317946,2.120347,0.9980206,7.567011,4.665753,0.8711692,8.4603375,0.01595528,Positive,Student's t test,t,6.409596,,2,0.02348687,Student's t test,t,5.288382,,4,0.006135204,,,,,,Cohen's d,6.409596,4.747785,0.5256721,12.56598,4.317946,2.120347,0.9980206,7.567011,4.665753,0.8711692,8.4603375,0.01595528,Sample size of original study shared by original authors,"3D,3E,3F",Yes,Yes,Yes,Yes,3,0,2,0,Plasmids,No,No,Cell-based,"viral transduction,cell culture,FACS,Western blot assay,soft agar assay,microscopy (bright-field)","cell,immuno",1,CRO8,"1,2,3",Anchorage-independent colony formation in HMEC cells expressing wild-type GNAO1 or GNAO1-R243H mutant,2.0,3,3,Yes,Yes,,0,,6,,,No,,,,,,,,Yes,Student's t test,Yes,,Diverse somatic mutation patterns and pathway alterations in human cancers.,2010,Nature,32,https://osf.io/jpeqg/,2015-01-21,25000,27535.8,27535.8,64420.8,42262,42377,https://elifesciences.org/articles/11566,42391,43429,Partial,Colonies could not be reliably detected; Inefficiency of IP and/or expression,,,Partial,Yes,Yes,,2,"CRO8,Core2",,TRUE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,TRUE,FALSE,FALSE,TRUE,p6e1o1,1,p6e1,6.409596,Cohen's d,0.5256721,12.56598,4.317946,0.9980206,7.567011,4.747785,1.67579365024443,22.541462406225,2.80828435819956,6.409596,0.5256721,12.56598,4.317946,0.9980206,7.567011,3.07156355804811,1.67579365024443,9.43450269112917,2.80828435819956,0.13623005,FALSE
85,85,85,85,9,2,1,1,Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture),Positive,Positive,18,18,No,,Chi-square test,chi-squared,173.4734,,1,1.290018e-39,Chi-square test,chi-squared,39.7963,,1,2.818784e-10,No,,,,,,,Cohen's w,0.9505299,0.0727393,0.9347403,0.962573,0.4552718,0.0727393,0.335279,0.5607297,0.586604,0.5378953,0.6314089,2.488411e-76,Positive,Student's t test,t,4.107667,,16,0.0008232143,Student's t test,t,3.503404,,16,0.000143363168048527,,,,,,Cohen's d,1.936373,0.6179156,0.7779388,3.05504,1.65152,0.5881236,0.5485481,2.717153,1.296639,0.7456893,1.847588,3.974687e-06,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis",6D,Yes,Yes,Yes,Yes,3,3,0,3,Cells,Cells,Cells,Cell-based,"viral transduction,cell culture,cell isolation,FACS,microscopy (fluorescence)","cell,immuno",2,"CRO11,CRO12","1,3",Clonogenicity of TOP-GFP CSC cultures,18.0,18,18,Yes,Yes,,1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,,2.0,Yes,Cells,,,,,,,Yes,Chi-square test,Yes,"Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,,43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p9e2o1,3,p9e2,1.936373,Cohen's d,0.7779388,3.05504,1.65152,0.5485481,2.717153,0.6179156,0.553225701366372,0.38181968872336,0.306058676652314,1.936373,0.7779388,3.05504,1.13013910387278,0.5485481,2.717153,0.580903837509639,0.297225692862897,0.337449268433425,0.0883431124978295,0.0198836,FALSE
88,88,88,88,9,2,2,1,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (450 culture),Positive,Null-positive,18,18,No,,Chi-square test,chi-squared,114.1497,,1,1.20834e-26,Chi-square test,chi-squared,1.485805,,1,0.2228685,No,,,,,,,Cohen's w,0.7710575,0.0727393,0.7066017,0.8228232,0.08796912,0.0727393,-0.0543158,0.2267527,0.339895,0.2753935,0.4013499,2.187719e-22,Positive,Student's t test,t,3.837212,,16,0.001454008,Student's t test,t,1.098149,,16,0.0283954092710823,,,,,,Cohen's d,1.808879,0.6041794,0.6759369,2.903011,0.5176725,0.5093342,-0.4309751,1.450844,0.8528067,0.3269738,1.37864,0.001479319,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis",6D,Yes,Yes,Yes,Yes,3,3,0,3,Cells,Cells,Cells,Cell-based,"viral transduction,cell culture,cell isolation,FACS,microscopy (fluorescence)","cell,immuno",2,"CRO11,CRO12","1,3",Clonogenicity of TOP-GFP CSC cultures,18.0,18,18,Yes,Yes,,1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,,2.0,Yes,Cells,,,,,,,Yes,Chi-square test,Yes,"Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,,43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p9e2o2,3,p9e2,1.808879,Cohen's d,0.6759369,2.903011,0.5176725,-0.4309751,1.450844,0.6041794,0.480064714158921,0.36503274738436,0.230462129780486,1.808879,0.6759369,2.903011,0.618418336120597,-0.4309751,1.450844,0.568141587694181,0.282153495448379,0.322784863667665,0.0796105949937382,0.01940505,FALSE
91,91,91,91,9,2,3,1,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture),Positive,Null-positive,18,18,No,,Chi-square test,chi-squared,101.8046,,1,6.127699e-24,Chi-square test,chi-squared,1.959781,,1,0.1615367,No,,,,,,,Cohen's w,0.7281706,0.0727393,0.6539994,0.7884753,0.1010307,0.0727393,-0.0411666,0.2392165,0.3763132,0.3135471,0.4358053,1.41163e-27,Positive,Student's t test,t,3.827803,,16,0.001483146,Student's t test,t,1.160366,,16,0.00153975077343915,,,,,,Cohen's d,1.804444,0.603713,0.6723695,2.897745,0.5470018,0.5104108,-0.4040087,1.481726,1.103265,0.5646868,1.641843,5.946052e-05,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis",6D,Yes,Yes,Yes,Yes,3,3,0,3,Cells,Cells,Cells,Cell-based,"viral transduction,cell culture,cell isolation,FACS,microscopy (fluorescence)","cell,immuno",2,"CRO11,CRO12","1,3",Clonogenicity of TOP-GFP CSC cultures,18.0,18,18,Yes,Yes,,1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,,2.0,Yes,Cells,,,,,,,Yes,Chi-square test,Yes,"Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,,43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p9e2o3,3,p9e2,1.804444,Cohen's d,0.6723695,2.897745,0.5470018,-0.4040087,1.481726,0.603713,0.481063610064888,0.364469386369,0.231422196928662,1.804444,0.6723695,2.897745,0.920635461932441,-0.4040087,1.481726,0.567708263405215,0.290688546950089,0.322292672338565,0.0844998313279542,0.0193867500000002,FALSE
94,94,94,94,9,2,4,1,Clonogenic frequency between TOP-GFPlow + HGF vs TOP-GFPlow + HGF + PHA (450 culture),Positive,Null-positive,18,18,No,,Chi-square test,chi-squared,153.1947,,1,3.473082e-35,Chi-square test,chi-squared,0.3763904,,1,0.5395414,No,,,,,,,Cohen's w,0.8932464,0.0727393,0.8604814,0.9186533,0.04427603,0.0727393,-0.09794637,0.18472612,0.4806511,0.4239907,0.5335636,4.957346e-47,Positive,Student's t test,t,3.849805,,16,0.001415907,Student's t test,t,0.5812176,,16,0.0398687808361173,,,,,,Cohen's d,1.814815,0.604805,0.6807097,2.910062,0.2739886,0.5026322,-0.6589354,1.198508,0.8144881,0.2927061,1.33627,0.00221742,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis",6D,Yes,Yes,Yes,Yes,3,3,0,3,Cells,Cells,Cells,Cell-based,"viral transduction,cell culture,cell isolation,FACS,microscopy (fluorescence)","cell,immuno",2,"CRO11,CRO12","1,3",Clonogenicity of TOP-GFP CSC cultures,18.0,18,18,Yes,Yes,,1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,,2.0,Yes,Cells,,,,,,,Yes,Chi-square test,Yes,"Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,,43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p9e2o4,3,p9e2,1.814815,Cohen's d,0.6807097,2.910062,0.2739886,-0.6589354,1.198508,0.604805,0.473846309077941,0.365789088025,0.224530324626788,1.814815,0.6807097,2.910062,0.574232581273047,-0.6589354,1.198508,0.568722771842964,0.279417518985548,0.323445591212744,0.078074149916039,0.0194291500000001,FALSE
97,97,97,97,9,2,5,1,Clonogenic frequency between TOP-GFPlow + MFCM vs TOP-GFPlow + MFCM + PHA (450 culture),Positive,Positive,18,18,No,,Chi-square test,chi-squared,185.8525,,1,2.556765e-42,Chi-square test,chi-squared,60.99928,,1,5.709579e-15,No,,,,,,,Cohen's w,0.9838607,0.0727393,0.9785927,0.9878403,0.5636529,0.0727393,0.4586533,0.6531297,0.7481509,0.7150583,0.777898,2.600095e-156,Positive,Student's t test,t,3.093882,,16,0.006968599,Student's t test,t,0.9868876,,16,0.00390299688702811,,,,,,Cohen's d,1.45847,0.5698966,0.3898237,2.492059,0.4652233,0.5075519,-0.4794464,1.39589,0.9694525,0.4421454,1.49676,0.0003140963,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis",6D,Yes,Yes,Yes,Yes,3,3,0,3,Cells,Cells,Cells,Cell-based,"viral transduction,cell culture,cell isolation,FACS,microscopy (fluorescence)","cell,immuno",2,"CRO11,CRO12","1,3",Clonogenicity of TOP-GFP CSC cultures,18.0,18,18,Yes,Yes,,1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,,2.0,Yes,Cells,,,,,,,Yes,Chi-square test,Yes,"Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,,43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p9e2o5,3,p9e2,1.45847,Cohen's d,0.3898237,2.492059,0.4652233,-0.4794464,1.39589,0.5698966,0.478410933770318,0.32478213469156,0.228877021550988,1.45847,0.3898237,2.492059,0.82970971685886,-0.4794464,1.39589,0.536294369841019,0.287504950998057,0.287611651123175,0.0826590968483951,0.01752865,FALSE
